Phrase,Sentiment
excellent brilliant wonderful inspired,Positive
successful wonderful joyful inspired,Positive
sufficient adequate standard average,Neutral
horrible disappointing,Negative
standard adequate regular usual,Neutral
disappointing horrible weak,Negative
horrible angry disappointing poor,Negative
disappointing failure angry poor,Negative
happy good inspired,Positive
poor angry disappointing bad,Negative
common normal typical,Neutral
angry terrible poor,Negative
strong inspired,Positive
disappointing weak poor,Negative
brilliant wonderful,Positive
usual basic adequate average,Neutral
sufficient basic usual,Neutral
horrible terrible failure angry,Negative
regular common adequate normal,Neutral
happy wonderful joyful,Positive
brilliant wonderful happy inspired,Positive
good inspired successful,Positive
inspired brilliant,Positive
successful happy joyful,Positive
frustrated weak,Negative
brilliant joyful creative,Positive
angry poor weak,Negative
horrible failure terrible,Negative
average normal standard regular,Neutral
inspired excellent,Positive
terrible angry poor weak,Negative
poor horrible sad,Negative
standard sufficient typical,Neutral
weak disappointing bad terrible,Negative
strong creative joyful,Positive
bad frustrated poor weak,Negative
successful wonderful excellent brilliant,Positive
standard average typical adequate,Neutral
adequate usual,Neutral
strong good,Positive
standard common basic,Neutral
sad horrible bad frustrated,Negative
common basic usual,Neutral
joyful brilliant,Positive
inspired happy,Positive
sad terrible disappointing,Negative
basic average,Neutral
failure horrible,Negative
regular adequate normal basic,Neutral
typical regular usual,Neutral
happy wonderful joyful good,Positive
common standard usual average,Neutral
normal standard,Neutral
poor disappointing weak,Negative
strong inspired creative,Positive
happy creative good,Positive
terrible bad disappointing,Negative
creative excellent,Positive
bad disappointing weak,Negative
basic regular average,Neutral
common average usual normal,Neutral
normal sufficient standard typical,Neutral
disappointing frustrated failure,Negative
normal adequate common,Neutral
poor frustrated,Negative
normal usual average,Neutral
good successful,Positive
normal average adequate basic,Neutral
brilliant successful creative strong,Positive
basic typical,Neutral
weak terrible frustrated,Negative
excellent strong,Positive
standard normal,Neutral
good brilliant joyful excellent,Positive
excellent creative wonderful strong,Positive
wonderful happy creative,Positive
frustrated failure sad,Negative
successful joyful inspired excellent,Positive
bad terrible angry,Negative
frustrated failure,Negative
good excellent,Positive
angry bad horrible,Negative
angry weak terrible,Negative
angry horrible,Negative
failure frustrated,Negative
sad disappointing,Negative
usual standard normal,Neutral
wonderful good brilliant strong,Positive
inspired successful strong,Positive
happy good successful,Positive
inspired brilliant happy,Positive
bad sad,Negative
strong happy wonderful successful,Positive
weak poor,Negative
typical sufficient normal regular,Neutral
basic sufficient standard,Neutral
disappointing sad failure frustrated,Negative
inspired successful creative,Positive
sufficient basic normal usual,Neutral
wonderful inspired,Positive
typical basic regular,Neutral
successful wonderful excellent creative,Positive
creative strong brilliant happy,Positive
usual sufficient adequate,Neutral
joyful creative happy,Positive
basic normal standard regular,Neutral
successful brilliant,Positive
usual regular,Neutral
regular standard usual sufficient,Neutral
usual typical adequate,Neutral
sufficient common basic,Neutral
regular usual adequate,Neutral
terrible poor disappointing sad,Negative
brilliant happy creative successful,Positive
average common adequate,Neutral
joyful inspired creative,Positive
adequate normal,Neutral
average adequate basic common,Neutral
weak horrible disappointing,Negative
normal typical regular basic,Neutral
usual basic average typical,Neutral
strong excellent inspired,Positive
good wonderful,Positive
brilliant wonderful happy,Positive
standard basic sufficient adequate,Neutral
brilliant excellent creative,Positive
terrible frustrated weak disappointing,Negative
normal typical,Neutral
excellent happy good,Positive
sad failure poor terrible,Negative
angry sad,Negative
disappointing angry,Negative
joyful wonderful brilliant,Positive
bad sad weak,Negative
successful excellent wonderful,Positive
joyful successful happy,Positive
creative strong brilliant inspired,Positive
adequate normal basic,Neutral
normal sufficient basic typical,Neutral
strong inspired wonderful,Positive
excellent strong creative inspired,Positive
inspired strong joyful,Positive
brilliant strong successful joyful,Positive
joyful good happy,Positive
joyful good,Positive
disappointing bad angry failure,Negative
standard regular,Neutral
common typical,Neutral
brilliant creative,Positive
good strong joyful successful,Positive
common normal typical,Neutral
sufficient regular adequate common,Neutral
disappointing sad,Negative
angry horrible sad,Negative
failure bad horrible frustrated,Negative
regular basic typical,Neutral
frustrated poor bad sad,Negative
normal average,Neutral
sufficient typical normal basic,Neutral
creative good,Positive
bad horrible frustrated failure,Negative
wonderful brilliant inspired,Positive
brilliant inspired,Positive
typical normal standard adequate,Neutral
usual basic,Neutral
wonderful successful,Positive
inspired wonderful excellent,Positive
sufficient adequate,Neutral
standard basic typical regular,Neutral
regular typical adequate,Neutral
creative happy brilliant,Positive
sufficient average common normal,Neutral
adequate regular,Neutral
creative inspired,Positive
average sufficient basic,Neutral
failure disappointing horrible,Negative
average typical basic,Neutral
inspired brilliant happy successful,Positive
happy brilliant,Positive
successful creative,Positive
excellent happy,Positive
strong joyful,Positive
adequate sufficient,Neutral
average normal sufficient usual,Neutral
creative good,Positive
sad horrible failure weak,Negative
failure weak,Negative
disappointing failure horrible,Negative
creative brilliant successful,Positive
typical standard,Neutral
basic sufficient common standard,Neutral
frustrated weak,Negative
wonderful happy excellent,Positive
strong joyful successful brilliant,Positive
joyful inspired strong,Positive
brilliant inspired good excellent,Positive
typical sufficient,Neutral
regular standard average typical,Neutral
excellent brilliant good,Positive
bad poor disappointing weak,Negative
disappointing frustrated bad angry,Negative
typical common average usual,Neutral
brilliant excellent,Positive
weak bad angry poor,Negative
typical common,Neutral
basic average normal,Neutral
excellent successful brilliant,Positive
bad weak horrible,Negative
bad horrible disappointing angry,Negative
brilliant good,Positive
inspired creative strong happy,Positive
joyful inspired brilliant successful,Positive
weak failure bad,Negative
usual sufficient,Neutral
wonderful excellent joyful creative,Positive
usual sufficient,Neutral
sad failure disappointing horrible,Negative
poor frustrated horrible terrible,Negative
common standard adequate,Neutral
sufficient common standard,Neutral
bad poor horrible,Negative
creative joyful successful,Positive
inspired successful creative strong,Positive
adequate typical standard,Neutral
disappointing weak failure angry,Negative
wonderful successful,Positive
disappointing poor sad,Negative
successful good brilliant,Positive
inspired strong creative,Positive
usual typical,Neutral
creative joyful successful excellent,Positive
disappointing weak,Negative
poor bad terrible frustrated,Negative
poor angry weak,Negative
angry disappointing bad,Negative
good wonderful,Positive
average normal regular adequate,Neutral
bad angry,Negative
terrible frustrated sad poor,Negative
weak failure horrible frustrated,Negative
brilliant strong excellent creative,Positive
standard typical regular adequate,Neutral
wonderful joyful strong,Positive
normal common,Neutral
regular common usual,Neutral
sad terrible disappointing,Negative
disappointing frustrated poor,Negative
common sufficient,Neutral
average basic,Neutral
usual sufficient adequate standard,Neutral
sad poor horrible failure,Negative
creative happy,Positive
adequate normal,Neutral
angry failure poor,Negative
wonderful successful joyful,Positive
brilliant happy,Positive
bad angry,Negative
happy creative good,Positive
joyful inspired,Positive
disappointing poor,Negative
regular usual standard average,Neutral
failure disappointing,Negative
disappointing frustrated weak,Negative
inspired strong creative,Positive
horrible weak failure,Negative
angry poor weak horrible,Negative
brilliant excellent,Positive
basic common,Neutral
creative brilliant successful,Positive
normal typical,Neutral
